mesa registrados votaron pro eco blanco impugnado nulo recurrido tecnico
1341 344 233 45.45 45.89 8.66 0 0.87 0 0
1342 343 234 51.08 43.72 5.19 0 1.3 0 0
1343 342 244 48.77 45.9 5.33 0 0 0 0
1344 346 231 43.42 52.19 4.39 0 1.32 0 0
1345 346 234 42.67 50.86 6.47 0 0.86 0 0
1346 350 253 48.79 45.97 5.24 0 2.02 0 0
1347 344 222 46.36 47.73 5.91 0.91 0 0 0
1348 347 236 50.44 44.69 4.87 0 3.98 0 0.44
1349 344 235 43.29 50.65 6.06 0 1.73 0 0
1350 347 241 39.33 52.3 8.37 0 0.42 0 0.42
1351 346 236 40.09 52.59 7.33 0 1.72 0 0
1352 343 236 41.63 53.65 4.72 0 1.29 0 0
1353 345 247 45.87 45.04 9.09 0 2.07 0 0
1354 349 236 46.32 45.89 7.79 0 2.16 0 0
1355 345 226 46.22 48.44 5.33 0 0.44 0 0
1356 346 236 41.45 52.14 6.41 0 0.85 0 0
1357 346 235 46.55 46.98 6.47 0 1.29 0 0
1358 347 236 42.49 53.22 4.29 0 1.29 0 0
1359 344 248 42.98 51.24 5.79 0 2.48 0 0
1360 348 240 43.16 49.15 7.69 0 2.14 0 0.43
1361 345 241 39.15 54.04 6.81 0 2.55 0 0
1362 347 225 43.3 51.79 4.91 0 0.45 0 0
1363 347 230 53.48 42.61 3.91 0 0 0 0
1364 347 255 41.27 49.21 9.52 0 1.19 0 0
1365 346 235 40.77 51.93 7.3 0 0.86 0 0
1366 347 233 45.45 50.65 3.9 0 0.87 0 0
1367 343 226 46.4 47.3 6.31 0.45 1.35 0 0
1368 346 238 47.44 45.3 7.26 0 1.71 0 0
1369 342 225 45.95 49.1 4.95 0 1.35 0 0
1370 345 227 52.05 42.92 5.02 0.46 3.2 0 0
1371 345 232 43.48 48.7 7.83 0 0.87 0 0
1372 346 242 51.93 42.92 5.15 0.43 3.43 0 0
1373 346 232 45.65 49.57 4.78 0 0.87 0 0
1374 346 255 45.67 48.82 5.51 0 0.39 0 0
1375 345 234 47.37 46.49 6.14 0.44 2.19 0 0
1376 347 235 42.74 51.28 5.98 0 0.43 0 0
1377 346 223 49.32 46.15 4.52 0 0.9 0 0
1378 348 226 41.52 50.45 8.04 0.45 0 0 0.45
1379 346 237 54.08 40.34 5.58 0 1.72 0 0
1380 345 242 50.21 44.81 4.98 0 0.41 0 0
1381 345 244 41.98 51.85 6.17 0 0.41 0 0
1382 348 251 50.2 44.9 4.9 0 0.41 0 2.04
1383 345 233 39.39 54.98 5.63 0 0.87 0 0
1384 345 224 49.09 43.64 7.27 0 1.82 0 0
1385 343 228 40.53 52.86 6.61 0 0.44 0 0
1386 346 246 38.91 50.63 10.46 0 2.93 0 0
1387 346 220 48.18 43.18 8.64 0 0 0 0
1388 343 232 46.09 49.13 4.78 0 0.87 0 0
1389 343 254 41.77 51.81 6.43 0 2.01 0 0
1390 345 236 45.26 49.14 5.6 0 1.72 0 0
1391 349 223 43.18 49.09 7.73 0 1.36 0 0
1392 344 221 48.4 47.95 3.65 0 0.91 0 0
1393 345 218 47.47 46.54 5.99 0 0.46 0 0
1394 344 245 46.22 50 3.78 0 2.94 0 0
1395 345 228 48.44 42.67 8.89 0 1.33 0 0
1396 345 240 48.1 44.73 7.17 0 1.27 0 0
1397 345 236 45.85 48.47 5.68 0 3.06 0 0
1398 349 227 49.33 42.6 8.07 0 1.79 0 0
1399 345 232 47.39 46.09 6.52 0 0.87 0 0
1400 343 239 41 51.88 7.11 0 0 0 0
1401 347 231 47.56 48.44 4 0 2.67 0 0
1402 346 221 49.54 40.83 9.63 0 1.38 0 0
1403 345 229 41.78 51.56 6.67 0 1.78 0 0
1404 346 216 48.83 43.19 7.98 0.47 0.94 0 0
1405 346 229 44.44 49.78 5.78 0 1.33 0 0.44
1406 346 239 47.9 46.22 5.88 0 0.42 0 0
1407 343 223 46.82 49.09 4.09 0 1.36 0 0
1408 345 234 50.22 43.29 6.49 0 1.3 0 0
1409 347 237 47.41 48.28 4.31 0 2.16 0 0
1410 348 232 45.41 51.09 3.49 0.44 0.87 0 0
1411 348 238 54.27 39.74 5.98 0 1.71 0 0
1412 346 230 49.34 44.1 6.55 0 0.44 0 0
1413 345 241 43.1 51.46 5.44 0 0.84 0 0
1414 345 223 39.63 56.68 3.69 0 2.76 0 0
1415 346 242 45.04 48.35 6.61 0 0 0 0
1416 345 225 40.83 53.21 5.96 0 2.75 0 0.46
1417 347 238 42.19 51.9 5.91 0 0.42 0 0
1418 350 234 53.65 42.92 3.43 0 0.43 0 0
1419 353 243 49.37 43.46 7.17 0 2.53 0 0
1420 350 238 48.31 44.07 7.63 0 0.85 0 0
1421 347 245 52.48 42.15 5.37 0 1.24 0 0
1422 348 246 52.65 40.82 6.53 0 0.41 0 0
1423 349 241 42.68 51.05 6.28 0 0.84 0 0
1424 352 239 52.52 42.02 5.46 0 0.42 0 0
1425 347 241 44.54 50.42 5.04 0 1.26 0 0
1426 351 253 42.63 47.81 9.56 0 0.8 0 0
1427 350 260 50 44.53 5.47 0 1.56 0 0
1428 349 244 45.42 45.42 9.17 1.67 0 0 0
1429 348 244 56.02 39 4.98 0 1.24 0 0
1430 349 256 40.94 51.97 7.09 0 0.79 0 0
1431 345 237 45.11 50.21 4.68 0.43 0.43 0 0
1432 350 252 42.23 51.79 5.98 0 0.4 0 0
1433 350 248 50 45.12 4.88 0 0.81 0 0
1434 350 255 49.6 42.46 7.94 0 0.79 0 0.4
1435 351 267 46.07 48.69 5.24 0 0 0 0
1436 348 271 43.98 51.5 4.51 0 1.88 0 0
1437 350 231 49.78 47.6 2.62 0 0.87 0 0
1438 347 248 45.34 47.37 7.29 0 0.4 0 0
1439 347 235 47.44 47.86 4.7 0 0.43 0 0
1440 349 232 45.02 47.62 7.36 0 0.43 0 0
1441 349 255 50.81 43.95 5.24 0 2.82 0 0
1442 348 264 48.47 44.27 7.25 0.38 0.38 0 0
1443 352 252 45.78 44.58 9.64 0 1.2 0 0
1444 349 250 50 44.4 5.6 0 0 0 0
1445 349 237 46.58 47.44 5.98 0 1.28 0 0
1446 348 235 39.06 56.22 4.72 0 0.86 0 0
1447 349 235 48.28 45.69 6.03 0 0 0 1.29
1448 350 232 49.78 44.1 6.11 0 1.31 0 0
1449 350 249 45.12 47.97 6.91 0.41 0.81 0 0
1450 349 244 40.33 52.26 7.41 0 0.41 0 0
1451 348 243 44.35 49.37 6.28 0 0.42 1.26 0
1452 348 271 49.81 43.07 7.12 0 1.5 0 0
1453 340 256 46.03 47.22 6.75 0 1.19 0 0.4
1454 339 245 45.04 52.07 2.89 0 1.24 0 0
1455 338 246 44.72 50 5.28 0 0 0 0
1456 338 251 41.8 52.87 5.33 0 2.87 0 0
1457 340 244 48.54 46.44 5.02 0 2.09 0 0
1458 338 254 44.05 49.6 6.35 0 0.79 0 0
1459 337 238 48.94 45.96 5.11 0 1.28 0 0
1460 339 252 45.6 49.2 5.2 0 0.8 0 0
1461 339 239 41.88 49.57 8.55 0 2.14 0 0
1462 338 252 42.57 53.41 4.02 0 1.2 0 0
1463 338 249 44.21 50.83 4.96 0 2.89 0 0
1464 339 259 44.31 50.59 5.1 0 1.57 0 0
1465 336 256 38.28 55.47 6.25 0 0 0 0
1466 337 236 47.83 48.26 3.91 0 2.61 0 0
1467 337 236 49.34 45.85 4.8 0 3.06 0 0
1468 339 252 45.38 50.6 4.02 0 1.2 0 0
1469 337 249 47.13 47.13 5.74 0 2.05 0 0
1470 340 259 45.88 44.31 9.8 0 1.57 0 0
1471 338 255 41.73 50.79 7.48 0 0.39 0 0
1472 337 247 42.86 52.65 4.49 0 0.41 0 0.41
1473 337 246 43.09 52.03 4.88 0 0 0 0
1474 336 241 49.38 46.89 3.73 0 0 0 0
1475 337 238 44.02 52.14 3.85 0 1.71 0 0
1476 337 253 41.2 50 8.8 0 1.2 0 0
1477 337 249 44.53 49.8 5.67 0 0.81 0 0
1478 336 243 48.54 46.03 5.44 0 1.67 0 0
1479 337 236 42.31 50 7.69 0 0.43 0 0.43
1480 344 248 46.56 44.13 9.31 0 0.4 0 0
1481 341 236 47.88 47.46 4.66 0 0 0 0
1482 343 232 48.71 42.24 9.05 0 0 0 0
1483 341 232 50.43 44.35 5.22 0 0.87 0 0
1484 342 244 52.67 39.09 8.23 0 0.41 0 0
1485 342 219 56.81 37.09 6.1 0 2.82 0 0
1486 341 228 54.02 39.29 6.7 0 1.79 0 0
1487 343 235 48.07 45.49 6.44 0 0.86 0 0
1488 343 240 49.58 41.95 8.47 0 0.85 0 0.85
1489 345 247 51.64 42.62 5.74 0 0.41 0 0.82
1490 341 244 50.41 43.39 6.2 0 0.83 0 0
1491 343 231 51.74 42.17 6.09 0 0.43 0 0
1492 342 232 46.75 45.02 8.23 0 0.43 0 0
1493 342 255 47.58 47.18 5.24 0 2.82 0 0
1494 342 239 50.85 44.92 4.24 0 1.27 0 0
1495 342 226 51.13 42.99 5.88 0 2.26 0 0
1496 345 237 52.56 42.74 4.7 0 1.28 0 0
1497 342 243 51.45 40.66 7.88 0 0.83 0 0
1498 343 252 51.42 43.32 5.26 0 1.62 0.4 0
1499 344 239 51.68 42.86 5.46 0 0.42 0 0
1500 331 237 41.53 52.54 5.93 0 0.42 0 0
1501 333 226 46.46 51.33 2.21 0 0 0 0
1502 333 246 45.9 50 4.1 0 0.82 0 0
1503 333 224 50.45 39.73 9.82 0 0 0 0
1504 332 237 45.69 50 4.31 0 2.16 0 0
1505 333 238 44.49 49.15 6.36 0.85 0 0 0
1506 334 226 45.74 48.88 5.38 0 0.9 0 0.45
1507 330 219 44.7 51.15 4.15 0 0.92 0 0
1508 332 233 53.04 42.61 4.35 0 1.3 0 0
1509 333 222 49.55 44.59 5.86 0 0 0 0
1510 332 225 44.75 48.4 6.85 0 2.74 0 0
1511 335 220 44.09 50.91 5 0 0 0 0
1512 333 251 48.59 46.18 5.22 0 0.8 0 0
1513 332 230 54.39 41.23 4.39 0 0.88 0 0
1514 333 208 43.35 52.71 3.94 0 2.46 0 0
1515 332 244 52.07 41.74 6.2 0 0.83 0 0
1516 332 221 46.79 45.41 7.8 0 1.38 0 0
1517 332 226 42.92 48.23 8.85 0 0 0 0
1518 332 225 45.95 48.65 5.41 0.45 0.9 0 0
1519 348 191 37.89 55.26 6.84 0 0.53 0 0
1520 348 180 38.55 53.63 7.82 0 0.56 0 0
1521 352 186 44.62 50 5.38 0 0 0 0
1522 349 192 36.13 53.93 9.95 0.52 0 0 0
1523 346 191 41.58 50.53 7.89 0 0.53 0 0
1524 352 201 47.69 45.13 7.18 2.56 0.51 0 0
1525 350 194 46.11 47.67 6.22 0 0.52 0 0
1526 347 213 54.76 39.52 5.71 0 1.43 0 0
1527 348 219 41.86 54.88 3.26 0 1.86 0 0
1528 347 203 42.79 54.73 2.49 0 1 0 0
1529 346 185 51.63 41.3 7.07 0 0.54 0 0
1530 353 182 40.66 51.1 8.24 0 0 0 0
1531 351 184 49.46 44.02 6.52 0 0 0 0
1532 349 207 46.86 46.86 6.28 0 0 0 0
1533 349 220 46.05 47.44 6.51 0 2.33 0 0
1534 347 205 48.29 43.9 7.8 0 0 0 0
1535 348 206 43.14 48.53 8.33 0 0.98 0 0
1536 350 213 44.13 47.89 7.98 0 0 0 0
1537 348 186 44.09 51.08 4.84 0 0 0 0
1538 349 216 40.28 55.09 4.63 0 0 0 0
1539 349 197 36.55 53.81 9.64 0 0 0 0
1540 347 204 48.51 44.55 6.93 0 0 0 0.99
1541 348 218 42.59 49.54 7.87 0 0.93 0 0
1542 348 208 37.86 57.28 4.85 0 0.97 0 0
1543 351 192 48.96 44.79 6.25 0 0 0 0
1544 347 201 50.25 42.79 6.97 0 0 0 0
1545 347 186 49.18 45.36 5.46 0 1.64 0 0
1546 352 201 49.75 47.76 2.49 0 0 0 0
1547 349 194 42.27 50.52 7.22 0 0 0 0
1548 346 209 43 52.66 4.35 0 0.97 0 0
1549 349 202 37.13 57.92 4.95 0 0 0 0
1550 347 170 45.29 48.82 5.88 0 0 0 0
1551 348 220 36.82 55 8.18 0 0 0 0
1552 348 187 45.95 47.57 6.49 0 1.08 0 0
1553 347 185 30.43 61.96 7.61 0 0.54 0 0
1554 345 189 38.3 55.32 6.38 0 0.53 0 0
1555 349 204 38.24 53.92 7.84 0 0 0 0
1556 348 185 45.41 46.49 8.11 0 0 0 0
1557 345 192 43.75 49.48 6.77 0 0 0 0
1558 350 208 50.24 42.51 7.25 0 0.48 0 0
1559 349 218 53.46 39.17 7.37 0 0.46 0 0
1560 350 215 46.67 48.57 4.76 0 2.38 0 0
1561 350 249 49.4 46.18 4.42 0 0 0 0
1562 349 222 48.62 43.12 8.26 0 1.83 0 0
1563 350 213 54.72 41.51 3.77 0 0.47 0 0
1564 348 223 52.04 42.08 5.88 0 0.9 0 0
1565 349 233 48.47 43.67 7.86 0.44 1.31 0 0
1566 351 232 54.74 41.38 3.88 0 0 0 0
1567 349 222 53.88 40.18 5.94 0 1.37 0 0
1568 349 230 51.53 45.41 3.06 0 0.44 0 0
1569 348 238 52.32 41.35 6.33 0 0.42 0 0
1570 351 201 50.76 39.59 9.64 0 2.03 0 0
1571 351 243 50.41 46.28 3.31 0 0.41 0 0
1572 349 231 47.16 46.72 6.11 0 0.87 0 0
1573 350 220 47.49 47.95 4.57 0 0.46 0 0
1574 350 225 45.78 45.78 8.44 0 0 0 0
1575 347 225 50 45.98 4.02 0 0.45 0 0
1576 349 232 49.34 44.05 6.61 0 1.76 0.44 0
1577 345 227 48.67 46.9 4.42 0 0.44 0 0
1578 349 231 53.28 40.61 6.11 0 0.87 0 0
1579 351 235 52.59 42.67 4.74 0 1.29 0 0
1580 351 213 57.28 35.68 7.04 0 0 0 0
1581 351 219 54.59 39.45 5.96 0 0.46 0 0
1582 352 228 59.21 37.72 3.07 0 0 0 0
1583 350 224 51.12 46.19 2.69 0 0.45 0 0
1584 352 220 57.41 37.5 5.09 0 1.85 0 0
1585 348 214 51.64 45.07 3.29 0 0.47 0 0
1586 348 220 53.64 39.09 7.27 0 0 0 0
1587 350 215 50.24 42.18 7.58 0 1.9 0 0
1588 351 225 54.05 39.19 6.76 0 1.35 0 0
1589 350 239 54.85 40.93 4.22 0 0.84 0 0
1590 349 215 55.66 40.57 3.77 1.42 0 0 0
1591 350 234 49.35 44.59 6.06 0 1.3 0 0
1592 350 210 44.76 43.81 11.43 0 0 0 0
1593 349 231 43.72 51.52 4.76 0 0 0 0
1594 349 225 52.89 41.33 5.78 0 0 0 0
1595 348 245 48.15 44.86 7 0 0.82 0 0
1596 350 241 47.72 48.13 4.15 0 0 0 0
1597 348 207 50 42.16 7.84 0 1.47 0 0
1598 349 230 48.47 44.1 7.42 0 0.44 0 0
1599 343 238 53.04 40.43 6.52 0 3.48 0 0
1600 344 242 48.95 46.44 4.6 0 0.84 0 0.42
1601 340 224 51.83 44.04 4.13 0 2.75 0 0
1602 341 220 49.3 46.01 4.69 0 3.29 0 0
1603 344 240 47.68 45.99 6.33 0 1.27 0 0
1604 346 232 45.02 49.78 5.19 0 0.43 0 0
1605 343 237 50.21 46.81 2.98 0 0.85 0 0
1606 339 235 47.39 48.26 4.35 0 2.17 0 0
1607 342 239 44.59 48.92 6.49 0 3.46 0 0
1608 342 249 52.46 44.67 2.87 0 2.05 0 0
1609 340 238 50.85 46.19 2.97 0 0.85 0 0
1610 342 234 50.86 44.4 4.74 0 0.43 0 0.43
1611 341 243 47.72 44.4 7.88 0 0.83 0 0
1612 341 235 51.72 43.53 4.74 0 1.29 0 0
1613 340 223 51.6 42.92 5.48 0 1.83 0 0
1614 344 230 47.16 48.91 3.93 0.44 0 0 0
1615 342 229 47.77 44.2 8.04 0 2.23 0 0
1616 342 236 50.64 44.68 4.68 0 0.43 0 0
1617 346 243 48.96 46.89 4.15 0 0.83 0 0
1618 341 246 47.76 46.53 5.71 0 0.41 0 0
1619 345 253 44.4 49.2 6.4 0 1.2 0 0
1620 344 257 45.7 48.44 5.86 0 0.39 0 0
1621 342 226 51.57 43.95 4.48 0 1.35 0 0
1622 342 229 45.61 48.25 6.14 0 0.44 0 0
1623 342 237 52.97 43.22 3.81 0 0.42 0 0
1624 341 227 43.5 50.67 5.83 0 1.79 0 0
1625 343 243 45.45 48.35 6.2 0 0.41 0 0
1626 342 230 50.22 41.92 7.86 0 0 0 0.44
1627 340 225 47.09 45.74 7.17 0 0 0 0.9
1628 342 212 50.72 42.58 6.7 0 0.48 0 0.96
1629 342 222 50.45 44.59 4.95 0 0 0 0
1630 343 237 56.78 35.59 7.63 0 0.42 0 0
1631 344 239 54.85 42.62 2.53 0 0.84 0 0
1632 342 212 54.11 41.55 4.35 0 2.42 0 0
1633 340 231 46.96 46.09 6.96 0.43 0 0 0
1634 341 241 52.92 42.92 4.17 0 0.42 0 0
1635 347 241 51.25 44.17 4.58 0 0.42 0 0
1636 345 248 53.09 40.74 6.17 0 2.06 0 0
1637 347 237 58.12 35.9 5.98 0 1.28 0 0
1638 347 249 57.03 36.14 6.83 0 0 0 0
1639 349 264 55.77 37.31 6.92 0 1.54 0 0
1640 344 243 47.5 46.25 6.25 0 1.25 0 0
1641 346 247 54.88 41.06 4.07 0 0 0 0.41
1642 346 241 49.79 41.77 8.44 0 1.69 0 0
1643 345 245 55.74 38.93 5.33 0 0.41 0 0
1644 346 233 57.76 38.36 3.88 0.43 0 0 0
1645 349 246 49.38 44.03 6.58 0 0.41 0 0.82
1646 346 250 52.82 41.53 5.65 0 0.81 0 0
1647 348 254 53.66 41.06 5.28 0 3.25 0 0
1648 348 244 46.06 46.06 7.88 0 0.83 0 0.41
1649 348 264 50.19 41.31 8.49 0 1.93 0 0
1650 349 257 52.55 43.92 3.53 0 0.78 0 0
1651 346 236 52.99 41.45 5.56 0 0.85 0 0
1652 346 249 52.24 44.9 2.86 0 1.63 0 0
1653 345 243 57.02 37.19 5.79 0 0.41 0 0
1654 349 255 59.06 35.04 5.91 0 0.39 0 0
1655 347 253 53.36 43.48 3.16 0 0 0 0
1656 345 249 51.43 41.63 6.94 0 1.63 0 0
1657 347 247 50.81 43.09 6.1 0 0.41 0 0
1658 349 247 53.88 39.18 6.94 0 0.82 0 0
1659 344 229 59.65 35.09 5.26 0 0.44 0 0
1660 346 224 55.8 37.5 6.7 0 0 0 0
1661 345 254 52.38 42.06 5.56 0 0.79 0 0
1662 347 244 53.53 43.57 2.9 0 0.83 0 0.41
1663 345 254 52.82 40.73 6.45 0 2.42 0 0
1664 345 239 54.01 42.62 3.38 0 0.84 0 0
1665 345 253 50.4 44.44 5.16 0 0.4 0 0
1666 348 243 42.19 50.21 7.59 0 2.53 0 0
1667 347 248 56.1 39.02 4.88 0 0.81 0 0
1668 348 240 54.85 41.77 3.38 0 1.27 0 0
1669 347 245 50.2 44.49 5.31 0 0 0 0
1670 344 241 50.63 43.51 5.86 0.84 0 0 0
1671 346 237 51.28 42.31 6.41 0 1.28 0 0
1672 345 250 51.01 42.91 6.07 0 1.21 0 0
1673 346 242 50 45.42 4.58 0 0.42 0 0.42
1674 346 243 52.07 42.98 4.96 0 0.41 0 0
1675 346 232 56.28 38.96 4.76 0 0.43 0 0
1676 342 257 50.39 43.36 6.25 0 0.39 0 0
1677 341 255 53.6 39.6 6.8 0 2 0 0
1678 340 224 52.04 42.99 4.98 0 1.36 0 0
1679 339 231 54.55 41.99 3.46 0 0 0 0
1680 341 253 55.02 42.17 2.81 0 1.61 0 0
1681 340 245 58.44 38.27 3.29 0 0.82 0 0
1682 342 253 59.92 34.92 5.16 0 0.4 0 0
1683 342 253 53.44 39.27 7.29 0 2.43 0 0
1684 339 248 49.8 46.15 4.05 0 0.4 0 0
1685 340 243 54.77 39.83 5.39 0 0.83 0 0
1686 341 245 48.97 43.62 7.41 0 0.82 0 0
1687 342 242 55.37 38.43 6.2 0 0 0 0
1688 342 249 54.22 39.36 6.43 0 0 0 0
1689 338 253 58.4 37.2 4.4 0 1.2 0 0
1690 341 263 53.64 42.15 4.21 0 0.77 0 0
1691 339 239 60 37.45 2.55 0 1.28 0.43 0
1692 340 258 51.56 43.36 5.08 0 0.78 0 0
1693 343 256 55.51 40.16 4.33 0 0.79 0 0
1694 340 246 57.61 39.09 3.29 0 1.23 0 0
1695 340 253 58.17 35.06 6.77 0 0.8 0 0
1696 340 238 61.44 34.75 3.81 0 0.85 0 0
1697 338 230 53.13 44.2 2.68 0 2.68 0 0
1698 340 255 57.83 35.74 6.43 0 1.2 0 1.2
1699 338 242 49.79 44.35 5.86 0 1.26 0 0
1700 338 226 55.16 39.46 5.38 0 1.35 0 0
1701 339 256 54.12 41.18 4.71 0 0.39 0 0
1702 337 238 48.93 49.36 1.72 0 2.15 0 0
1703 342 249 57.26 39.11 3.63 0 0.4 0 0
1704 339 251 54 41.6 4.4 0 0.4 0 0
1705 339 230 55.22 38.26 6.52 0 0 0 0
1706 348 215 42.33 47.91 9.77 0 0 0 0
1707 348 215 48.13 45.79 6.07 0 0.47 0 0
1708 350 234 47.83 46.09 6.09 0 1.74 0 0
1709 349 220 41.82 48.64 9.55 0 0 0 0
1710 347 223 44.39 49.33 6.28 0 0 0 0
1711 349 227 47.79 47.79 4.42 0 0.44 0 0
1712 350 227 46.88 47.32 5.8 0.45 0.89 0 0
1713 348 230 48.47 45.41 6.11 0 0 0.44 0
1714 347 252 45.02 49 5.98 0 0.4 0 0
1715 345 225 51.56 41.78 6.67 0 0 0 0
1716 347 236 52.97 39.83 7.2 0 0 0 0
1717 348 231 43.29 51.08 5.63 0 0 0 0
1718 349 217 54.67 42.99 2.34 0 1.4 0 0
1719 346 206 50.49 44.12 5.39 0 0.98 0 0
1720 350 216 44.44 49.54 6.02 0 0 0 0
1721 348 218 47.93 45.16 6.91 0 0.46 0 0
1722 346 219 52.75 43.58 3.67 0 0.46 0 0
1723 347 212 50 44.81 5.19 0 0 0 0
1724 346 230 48.02 44.93 7.05 0 1.32 0 0
1725 347 200 41.21 55.78 3.02 0.5 0 0 0
1726 345 228 42.15 49.33 8.52 0 2.24 0 0
1727 349 216 55.19 40.09 4.72 0 1.89 0 0
1728 349 210 53.81 39.52 6.67 0 0 0 0
1729 348 246 51.04 44.4 4.56 0 2.07 0 0
1730 348 210 46.38 49.28 4.35 1.45 0 0 0
1731 344 225 51.56 43.11 5.33 0 0 0 0
1732 349 222 52.49 42.99 4.52 0 0 0 0.45
1733 347 219 37.33 54.38 8.29 0 0 0 0.92
1734 348 219 50 43.58 6.42 0 0.46 0 0
1735 346 224 50.45 41.96 7.59 0 0 0 0
1736 347 232 49.57 44.35 6.09 0 0.87 0 0
1737 349 223 40.54 51.35 8.11 0 0.45 0 0
1738 345 203 53.47 40.1 6.44 0 0.5 0 0
1739 348 227 46.61 47.96 5.43 0 2.71 0 0
1740 346 227 45.33 46.67 8 0 0.89 0 0
1741 347 220 47.93 45.16 6.91 0 1.38 0 0
1742 348 233 46.09 44.78 9.13 0 1.3 0 0
1743 348 223 48.2 45.5 6.31 0 0.45 0 0
1744 349 221 47.95 47.95 4.11 0 0.91 0 0
1745 347 212 45.71 49.52 4.76 0 0.95 0 0
1746 347 215 50 44.39 5.61 0 0.47 0 0
1747 347 233 45.89 48.92 5.19 0 0.87 0 0
1748 343 214 47.42 47.89 4.69 0 0 0 0.47
1749 345 227 50.22 46.22 3.56 0 0 0.89 0
1750 345 217 47 48.85 4.15 0 0 0 0
1751 344 249 51.42 44.53 4.05 0 0.4 0.4 0
1752 349 228 48.9 43.61 7.49 0 0.44 0 0
1753 346 234 42.92 54.51 2.58 0 0.43 0 0
1754 349 219 45.87 50 4.13 0 0.46 0 0
1755 344 224 39.91 53.81 6.28 0 0.45 0 0
1756 345 226 46.02 50.44 3.54 0 0 0 0
1757 347 198 44.85 50.52 4.64 0 2.06 0 0
1758 346 219 45.21 49.32 5.48 0 0 0 0
1759 347 217 44.44 50 5.56 0 0.46 0 0
1760 347 237 46.58 46.58 6.84 0 1.28 0 0
1761 347 227 43.81 50.88 5.31 0 0.44 0 0
1762 349 235 48.71 43.97 7.33 0 1.29 0 0
1763 347 205 49.75 43.35 6.9 0 0.99 0 0
1764 348 217 50.23 46.54 3.23 0 0 0 0
1765 346 225 52.49 39.37 8.14 0 1.81 0 0
1766 349 236 51.49 40.85 7.66 0 0.43 0 0
1767 348 217 43.46 49.07 7.48 0 1.4 0 0
1768 346 233 53.02 43.53 3.45 0 0.43 0 0
1769 346 221 48.64 45 6.36 0 0.45 0 0
1770 345 214 49.06 45.28 5.66 0 0.94 0 0
1771 346 210 52.38 39.05 8.57 0 0 0 0
1772 346 238 46.35 46.78 6.87 0.86 1.29 0 0
1773 344 206 39.32 52.43 8.25 0 0 0 0
1774 346 205 51.98 42.57 5.45 0 1.49 0 0
1775 347 229 46.7 50.22 3.08 0 0.88 0 0
1776 347 235 47.01 47.01 5.98 0 0.43 0 0
1777 346 206 47.57 43.2 9.22 0 0 0 0
1778 345 209 59.33 33.01 7.66 0 0 0 0
1779 345 216 43.98 48.61 7.41 0 0 0 0
1780 348 230 47.37 44.3 8.33 0 0.88 0 0
1781 345 207 40.59 52.48 6.93 0 2.48 0 0
1782 354 241 47.5 49.17 3.33 0 0.42 0 0
1783 349 234 45.65 50.43 3.91 0 1.74 0 0
1784 349 227 56.19 36.73 7.08 0 0.44 0 0
1785 350 236 47.84 45.69 6.47 0 1.29 0.43 0
1786 349 246 48.32 48.32 3.36 0 3.36 0 0
1787 348 245 47.72 48.55 3.73 0 1.66 0 0
1788 349 252 51 44.22 4.78 0 0.4 0 0
1789 352 244 48.15 45.68 6.17 0 0.41 0 0
1790 350 237 47.88 44.92 7.2 0 0.42 0 0
1791 346 242 42.32 50.62 7.05 0 0.41 0 0
1792 350 253 48.62 45.06 6.32 0 0 0 0
1793 347 253 49.4 46.59 4.02 0 0 1.61 0
1794 348 228 43.61 49.34 7.05 0 0.44 0 0
1795 351 243 49.17 45.42 5.42 0 1.25 0 0
1796 349 254 42.29 47.83 9.88 0 0.4 0 0
1797 348 248 48.36 48.77 2.87 0 1.64 0 0
1798 351 235 47.64 48.5 3.86 0 0.86 0 0
1799 347 248 46.75 46.34 6.91 0 0.81 0 0
1800 349 245 52.07 41.74 6.2 0 1.24 0 0
1801 350 234 43.72 47.19 9.09 0 1.3 0 0
1802 348 230 40.53 50.22 9.25 0 1.32 0 0
1803 347 248 41.06 51.63 7.32 0 0.81 0 0
1804 350 237 51.06 44.68 4.26 0 0.85 0 0
1805 348 227 47.56 41.78 10.67 0 0.89 0 0
1806 348 233 44.16 49.35 6.49 0 0.87 0 0
1807 347 231 46.52 47.83 5.65 0 0.43 0 0
1808 349 241 54.17 39.58 6.25 0 0.42 0 0
1809 349 228 47.79 44.25 7.96 0 0.88 0 0
1810 347 232 39.57 53.91 6.52 0 0.87 0 0
1811 348 230 52.63 41.67 5.7 0 0.88 0 0
1812 347 228 47.35 47.79 4.87 0 0.88 0 0
1813 349 243 51.03 44.03 4.94 0 0 0 0
1814 350 233 42.17 50 7.83 0 0.87 0.43 0
1815 350 233 45.26 52.59 2.16 0 0.43 0 0
1816 348 241 55.04 40.34 4.62 0 1.26 0 0
1817 350 251 48.4 45.2 6.4 0 0.4 0 0
1818 349 239 53.59 40.93 5.49 0 0.84 0 0
1819 349 226 45.33 46.22 8.44 0 0.44 0 0
1820 350 230 42.61 47.83 9.57 0 0 0 0
1821 348 232 49.78 45.89 4.33 0 0.43 0 0
1822 350 246 49.18 43.85 6.97 0 0.82 0 0
1823 345 215 51.63 40 8.37 0 0 0 0
1824 347 244 49.79 43.62 6.58 0 0.41 0 0
1825 347 236 48.5 46.78 4.72 0 1.29 0 0
1826 348 239 48.32 44.12 7.56 0 0.42 0 0
