mesa registrados votaron pro eco blanco impugnado nulo recurrido tecnico
4126 342 242 48.32 44.54 7.14 0 1.68 0 0
4127 342 264 42.8 53.41 3.79 0 0 0 0
4128 344 234 49.57 44.4 6.03 0 0.86 0 0
4129 341 248 45.34 49.39 5.26 0 0.4 0 0
4130 344 236 45.49 48.07 6.44 0 1.29 0 0
4131 344 240 41.95 51.27 6.78 0 1.69 0 0
4132 346 226 36.89 56.44 6.67 0 0.44 0 0
4133 344 238 50.43 45.3 4.27 0 1.71 0 0
4134 344 227 38.77 51.98 9.25 0 0 0 0
4135 340 249 46.31 49.59 4.1 0 2.05 0 0
4136 344 247 44.53 50.61 4.86 0 0 0 0
4137 344 251 46.4 48 5.6 0 0.4 0 0
4138 346 248 46.77 50.4 2.82 0 0 0 0
4139 345 243 42.8 50.21 7 0 0 0 0
4140 344 256 39.45 55.08 5.47 0 0 0 0
4141 348 246 44.08 52.65 3.27 0 0.41 0 0
4142 345 246 44.44 49.38 6.17 0 1.23 0 0
4143 344 241 43.28 48.74 7.98 0.42 0.84 0 0
4144 344 238 51.69 43.22 5.08 0 0.42 0 0.42
4145 345 240 43.72 48.48 7.79 0 3.9 0 0
4146 342 247 44.08 52.24 3.67 0 0.82 0 0
4147 345 230 45.13 52.21 2.65 0 1.77 0 0
4148 344 246 46.47 48.13 5.39 0 2.07 0 0
4149 344 245 44.86 51.85 3.29 0 0.82 0 0
4150 344 250 47.37 46.15 6.48 0 1.21 0 0
4151 343 234 43.59 49.15 7.26 0 0 0 0
4152 344 256 44.66 48.62 6.72 0 1.19 0 0
4153 343 235 42.24 50 7.76 0 1.29 0 0
4154 344 248 49.18 44.67 6.15 0 0.82 0 0.82
4155 343 255 45.67 47.64 6.69 0 0.39 0 0
4156 343 244 41.49 53.11 5.39 0.83 0.41 0 0
4157 343 228 44.89 51.56 3.56 0 1.33 0 0
4158 346 250 46.94 48.57 4.49 0 2.04 0 0
4159 346 265 50 45.42 4.58 0 1.15 0 0
4160 347 257 50 45.28 4.72 0 1.18 0 0
4161 346 265 50.94 46.42 2.64 0 0 0 0
4162 345 257 48.05 49.61 2.34 0 0.39 0 0
4163 345 284 47.5 49.64 2.86 0 1.07 0 0.36
4164 346 257 41.67 52.78 5.56 0 1.98 0 0
4165 346 263 50.96 42.15 6.9 0 0.77 0 0
4166 344 259 47.84 48.63 3.53 0 1.57 0 0
4167 347 259 50.78 44.14 5.08 0 1.17 0 0
4168 346 259 48.84 45.35 5.81 0 0.39 0 0
4169 343 256 45.67 47.24 7.09 0 0.79 0 0
4170 345 265 45.42 48.85 5.73 0 1.15 0 0
4171 344 254 49.6 47.22 3.17 0 0.79 0 0
4172 343 249 44.72 48.78 6.5 0 1.22 0 0
4173 345 264 45.38 49.23 5.38 0 1.54 0 0
4174 344 268 46.07 46.07 7.87 0 0.37 0 0
4175 346 255 38.4 55.6 6 0 2 0 0
4176 344 252 43.6 52 4.4 0 0.8 0 0
4177 344 270 50.94 46.07 3 0 1.12 0 0
4178 346 272 42.96 52.22 4.81 0 0.74 0 0
4179 345 272 45.32 49.81 4.87 0 1.87 0 0
4180 345 255 48.43 46.06 5.51 0 0.39 0 0
4181 344 260 55.16 41.67 3.17 0 3.17 0 0
4182 342 261 43.63 52.9 3.47 0 0.77 0 0
4183 344 248 41.94 54.84 3.23 0 0 0 0
4184 344 253 43.95 52.02 4.03 0 1.61 0 0.4
4185 342 260 50.39 43.75 5.86 0 1.17 0 0.39
4186 344 259 49.81 45.17 5.02 0 0 0 0
4187 343 265 50.57 44.15 5.28 0 0 0 0
4188 345 265 40.3 55.51 4.18 0 0.38 0 0.38
4189 343 258 52.16 41.57 6.27 0 1.18 0 0
4190 345 250 47.39 50.6 2.01 0 0.4 0 0
4191 344 249 43.27 51.02 5.71 0 1.63 0 0
4192 346 264 43.56 49.62 6.82 0 0 0 0
4193 344 252 44.35 50 5.65 0 1.61 0 0
4194 344 260 51.54 43.08 5.38 0 0 0 0
4195 344 265 47.15 50.57 2.28 0 0.76 0 0
4196 349 255 49 45.02 5.98 0 1.59 0 0
4197 349 269 43.4 50.19 6.42 0 1.51 0 0
4198 347 258 52.36 41.34 6.3 0 1.57 0 0
4199 349 256 51.57 42.13 6.3 0 0.79 0 0
4200 349 277 51.1 44.49 4.41 0 1.84 0 0
4201 350 281 50.54 41.88 7.58 0 1.08 0 0.36
4202 348 253 44.4 50.4 5.2 0 1.2 0 0
4203 351 267 47.55 49.06 3.4 0 0.75 0 0
4204 347 261 49.61 45.7 4.69 0 1.95 0 0
4205 346 280 52.69 42.65 4.66 0 0.36 0 0
4206 347 260 49.42 45.53 5.06 0 1.17 0 0
4207 348 270 44.19 49.81 5.99 0 1.12 0 0
4208 351 261 51.15 45.38 3.46 0 0.38 0 0
4209 347 254 55.56 42.86 1.59 0 0.79 0 0
4210 348 252 44.4 48.8 6.8 0 0.8 0 0
4211 345 253 40.64 55.38 3.98 0 0.8 0 0
4212 345 247 53.66 41.46 4.88 0 0.41 0 0
4213 347 254 44.98 49 6.02 0 2.01 0 0
4214 347 248 54.25 43.72 2.02 0 0.4 0 0
4215 348 267 51.88 43.98 4.14 0 0.38 0 0
4216 343 260 55.21 37.45 7.34 0 0.39 0 0
4217 345 245 42.32 54.36 3.32 0 1.66 0 0
4218 348 267 47.37 46.99 5.64 0 0.38 0 0
4219 347 255 48.21 49.4 2.39 0 1.2 0 0.4
4220 349 250 50.6 46.18 3.21 0 0.4 0 0
4221 346 265 50.38 44.62 5 0 1.92 0 0
4222 347 258 50.19 45.14 4.67 0 0.39 0 0
4223 350 279 43.48 51.81 4.71 0 1.09 0 0
4224 347 255 41.27 53.57 5.16 0 1.19 0 0
4225 347 234 41.56 51.95 6.49 0 1.3 0 0
4226 346 260 47.66 47.27 5.08 0 1.17 0 0.39
4227 346 255 42.63 48.21 9.16 0 1.59 0 0
4228 348 245 57.08 38.33 4.58 0 2.08 0 0
4229 347 240 42.02 54.62 3.36 0 0.84 0 0
4230 346 258 46.48 48.44 5.08 0 0.78 0 0
4231 348 255 49.4 44.18 6.43 0 2.41 0 0
4232 347 249 50.2 47.77 2.02 0 0.81 0 0
4233 349 255 44.4 52.4 3.2 0 2 0 0
4234 348 266 43.23 51.5 5.26 0 0 0 0
4235 347 276 41.67 53.41 4.92 0 4.55 0 0
4236 346 255 44.4 48.4 7.2 0 2 0 0
4237 349 258 46.9 50 3.1 0 0 0 0
4238 347 259 42.64 50 7.36 0 0.39 0 0
4239 348 256 47.27 48.44 4.3 0 0 0 0
4240 347 264 45.56 47.88 6.56 0 1.93 0 0
4241 350 258 38.74 56.92 4.35 0 1.98 0 0
4242 349 264 45.25 48.29 6.46 0 0.38 0 0
4243 348 247 39.59 55.92 4.49 0 0.82 0 0
4244 348 257 37.94 58.1 3.95 0 1.58 0 0
4245 347 267 43.02 54.34 2.64 0 0.75 0 0
4246 347 242 50.62 43.98 5.39 0 0 0.41 0
4247 346 252 48.19 46.59 5.22 0 1.2 0 0
4248 348 261 40.38 53.85 5.77 0 0.38 0 0
4249 349 253 46.25 50.99 2.77 0 0 0 0
4250 345 260 49.81 45.91 4.28 1.17 0 0 0
4251 346 258 40.47 52.14 7.39 0 0.39 0 0
4252 347 287 43.21 51.92 4.88 0 0 0 0
4253 349 263 43.68 52.11 4.21 0 0.77 0 0
4254 348 256 46.67 47.84 5.49 0 0.39 0 0
4255 347 250 40.49 53.85 5.67 0 1.21 0 0
4256 347 261 48.46 48.85 2.69 0 0.38 0 0
4257 346 247 39.75 52.46 7.79 0 1.23 0 0
4258 347 267 44.74 50.38 4.89 0 0.38 0 0
4259 346 261 46.72 49.03 4.25 0 0.77 0 0
4260 347 266 41.51 53.58 4.91 0.38 0 0 0
4261 346 250 42.51 48.99 8.5 0 1.21 0 0
4262 347 259 44.75 49.42 5.84 0 0.78 0 0
4263 347 251 42.68 48.78 8.54 0 2.03 0 0
4264 347 248 40.73 54.44 4.84 0 0 0 0
4265 347 248 41.53 53.63 4.84 0 0 0 0
4266 347 254 42.63 49.4 7.97 0 1.2 0 0
4267 347 262 41.54 53.08 5.38 0 0.77 0 0
4268 350 264 49.43 45.21 5.36 0 1.15 0 0
4269 350 258 42.58 50 7.42 0 0 0.78 0
4270 349 258 42.64 51.94 5.43 0 0 0 0
4271 349 256 45.7 46.09 8.2 0 0 0 0
4272 349 259 48.24 46.67 5.1 0 1.18 0.39 0
4273 351 264 49.23 46.54 4.23 0 1.15 0 0.38
4274 351 284 39.58 55.83 4.59 0 0.35 0 0
4275 350 268 47.19 46.82 5.99 0 0.37 0 0
4276 349 257 41.9 51.38 6.72 0 1.58 0 0
4277 352 272 43.02 50.57 6.42 0 2.64 0 0
4278 348 259 43.19 49.42 7.39 0 0.78 0 0
4279 349 253 45.24 49.21 5.56 0 0.4 0 0
4280 353 277 40.94 55.43 3.62 0 0 0 0.36
4281 351 254 45.82 52.99 1.2 0 1.2 0 0
4282 350 255 48.41 49.6 1.98 0 1.19 0 0
4283 351 264 39.85 55.94 4.21 0 1.15 0 0
4284 351 270 43.23 51.5 5.26 0 1.5 0 0
4285 351 240 43.33 49.17 7.5 0 0 0 0
4286 350 265 43.02 53.58 3.4 0 0 0 0
4287 349 275 47.64 46.18 6.18 0 0 0 0
4288 351 269 51.13 44.74 4.14 0 1.13 0 0
4289 349 259 44.53 52.73 2.73 0 1.17 0 0
4290 352 258 40.08 54.09 5.84 0 0.39 0 0
4291 349 259 37.5 58.59 3.91 0 1.17 0 0
4292 347 261 38.31 57.09 4.6 0 0 0 0
4293 350 255 39.29 54.76 5.95 0 1.19 0 0
4294 350 242 39.33 54.39 6.28 0 1.26 0 0
4295 351 263 49.42 47.1 3.47 0 1.54 0 0
4296 351 246 45.9 49.59 4.51 0 0.82 0 0
4297 350 268 43.45 53.93 2.62 0 0 0 0.37
4298 353 276 48.34 46.13 5.54 0 1.48 0.37 0
4299 348 272 38.38 56.83 4.8 0 0 0 0.37
4300 348 259 46.69 47.47 5.84 0 0.78 0 0
4301 349 280 48.21 50.36 1.43 0 0 0 0
4302 349 252 44.05 51.59 4.37 0 0 0 0
4303 351 266 45 48.85 6.15 0 2.31 0 0
4304 349 272 43.12 49.81 7.06 0 1.12 0 0
4305 349 266 48.11 45.45 6.44 0 0.76 0 0
4306 349 273 38.52 55.56 5.93 0 1.11 0 0
4307 350 264 42.37 50 7.63 0.38 0.38 0 0
4308 351 251 34.54 57.43 8.03 0 0.8 0 0
4309 352 275 47.08 48.54 4.38 0 0.36 0 0
4310 351 251 47.41 49 3.59 0 0 0 0
4311 351 263 41.76 53.26 4.98 0 0.77 0 0
4312 350 261 43.41 51.16 5.43 0 1.16 0 0
4313 352 267 47.91 47.91 4.18 0 1.52 0 0
4314 349 268 42.8 50.38 6.82 0 1.52 0 0
4315 351 263 42.37 48.85 8.78 0 0.38 0 0
4316 349 267 46.04 48.68 5.28 0 0.75 0 0
4317 350 265 44.27 46.95 8.78 0 1.15 0 0
4318 351 269 49.06 47.55 3.4 0 1.51 0 0
4319 349 254 44.88 50.79 4.33 0 0 0 0
4320 352 253 48.79 43.95 7.26 0 2.02 0 0
4321 341 244 45.64 49.38 4.98 0 0 0 1.24
4322 342 269 38.11 58.11 3.77 0 1.51 0 0
4323 342 244 44.86 50.62 4.53 0 0 0 0.41
4324 341 253 41.77 54.62 3.61 0 1.61 0 0
4325 343 254 39.36 54.22 6.43 0 2.01 0 0
4326 340 261 41.63 51.75 6.61 0 1.56 0 0
4327 340 251 39.11 55.24 5.65 0 1.21 0 0
4328 341 237 49.79 45.49 4.72 0 1.72 0 0
4329 341 258 46.22 48.61 5.18 0 2.79 0 0
4330 340 258 47.24 48.43 4.33 0 1.57 0 0
4331 341 260 42.8 54.86 2.33 1.17 0 0 0
4332 342 259 48.26 47.49 4.25 0 0 0 0
4333 340 262 42.91 53.64 3.45 0 0.38 0 0
4334 341 266 41.98 52.67 5.34 0 1.53 0 0
4335 343 267 41.73 51.13 7.14 0 0.38 0 0
4336 341 248 44.81 50.21 4.98 0 2.49 0.41 0
4337 341 245 44.4 51.87 3.73 0 0.83 0.83 0
4338 340 259 38.74 55.73 5.53 0 1.58 0.79 0
4339 341 260 44.88 51.18 3.94 0 2.36 0 0
4340 341 262 43.48 50.99 5.53 0 3.56 0 0
4341 343 257 41.25 53.7 5.06 0 0 0 0
4342 343 257 40.23 55.08 4.69 0 0.39 0 0
4343 339 237 52.12 42.8 5.08 0 0 0 0.42
4344 341 259 45.67 51.18 3.15 0 1.97 0 0
4345 343 262 43.85 51.92 4.23 0 0.77 0 0
4346 339 255 53.78 42.23 3.98 0 1.59 0 0
4347 340 246 40.65 53.66 5.69 0 0 0 0
4348 339 250 41.06 53.66 5.28 0 1.63 0 0
4349 339 240 47.66 46.81 5.53 0 2.13 0 0
4350 339 266 39.54 53.61 6.84 0 1.14 0 0
4351 339 244 38.08 52.72 9.21 0 2.09 0 0
4352 343 251 44.58 51.81 3.61 0 0.8 0 0
4353 340 244 41.15 53.5 5.35 0 0.41 0 0
4354 346 261 40.54 54.83 4.63 0 0.77 0 0
4355 348 259 45.56 51.35 3.09 0 0 0 0
4356 348 264 38.61 52.51 8.88 0 1.16 0 0.77
4357 347 263 41.31 52.12 6.56 0 1.54 0 0
4358 346 264 43.92 51.76 4.31 0 3.14 0 0.39
4359 347 269 41.57 54.31 4.12 0 0.37 0 0.37
4360 346 262 44.27 50 5.73 0 0 0 0
4361 346 253 46.83 46.03 7.14 0 0.4 0 0
4362 346 264 46.36 48.28 5.36 0 1.15 0 0
4363 345 242 40.08 54.13 5.79 0 0 0 0
4364 348 242 46.64 49.58 3.78 0 1.68 0 0
4365 343 259 43.14 54.9 1.96 0.78 0.78 0 0
4366 349 260 46.51 48.45 5.04 0 0.78 0 0
4367 348 266 41.35 52.63 6.02 0 0 0 0
4368 348 262 41.54 53.46 5 0 0.38 0.38 0
4369 348 260 39.15 55.43 5.43 0 0.78 0 0
4370 346 242 34.85 58.92 6.22 0 0.41 0 0
4371 345 264 42.42 53.41 4.17 0 0 0 0
4372 347 276 46.15 46.15 7.69 0 1.1 0 0
4373 347 254 41.5 53.36 5.14 0.4 0 0 0
4374 348 247 39.27 51.82 8.91 0 0 0 0
4375 345 246 47.76 46.94 5.31 0 0.41 0 0
4376 346 248 43.5 51.22 5.28 0 0.81 0 0
4377 347 252 41.13 52.42 6.45 0 1.61 0 0
4378 349 271 45.19 48.89 5.93 0 0.37 0 0
4379 345 243 41.84 51.88 6.28 0 1.67 0 0
4380 348 256 43.82 50.2 5.98 0 1.99 0 0
4381 349 257 47.24 49.61 3.15 0 1.18 0 0
4382 347 258 38.52 54.86 6.61 0 0.39 0 0
4383 347 256 42.91 53.54 3.54 0 0.79 0 0
4384 344 267 41.35 54.51 4.14 0 0.38 0 0
4385 346 258 44.71 49.8 5.49 0 1.18 0 0
4386 348 254 42.13 54.72 3.15 0 0 0 0
4387 347 262 44.57 50.39 5.04 0 1.55 0 0
4388 347 259 42.35 52.94 4.71 0 1.57 0 0
4389 348 252 44.22 49.4 6.37 0 0.4 0 0
4390 347 258 46.27 47.45 6.27 0 1.18 0 0
4391 346 260 44.19 51.16 4.65 0.78 0 0 0
4392 346 260 45 51.54 3.46 0 0 0 0
4393 347 253 49.6 45.6 4.8 0.8 0.4 0 0
4394 348 252 41.67 54.76 3.57 0 0 0 0
4395 348 257 41.5 54.94 3.56 0 1.58 0 0
4396 346 251 42.34 51.61 6.05 0 1.21 0 0
4397 347 269 45.83 49.62 4.55 0 1.14 0 0.76
4398 347 269 45.69 49.06 5.24 0 0.75 0 0
4399 348 240 39.41 56.36 4.24 0 1.27 0 0.42
4400 348 242 50.41 45.87 3.72 0 0 0 0
4401 347 249 37.9 57.26 4.84 0 0.4 0 0
4402 346 257 44.44 49.21 6.35 0 1.98 0 0
4403 345 255 40.71 54.94 4.35 0 0.79 0 0
4404 349 252 44.13 51.82 4.05 0 2.02 0 0
4405 345 262 41.09 53.49 5.43 0 1.55 0 0
4406 345 240 39.17 52.92 7.92 0 0 0 0
4407 347 248 45.75 51.82 2.43 0 0.4 0 0
4408 349 269 42.26 52.83 4.91 0 1.51 0 0
4409 349 263 41.86 51.94 6.2 0 1.94 0 0
4410 350 265 43.73 48.67 7.6 0 0.76 0 0
4411 349 268 36.23 58.49 5.28 0 1.13 0 0
4412 354 252 42.97 52.61 4.42 0 0.8 0 0.4
4413 347 270 45.32 49.81 4.87 0 1.12 0 0
4414 351 260 46.72 47.49 5.79 0 0.39 0 0
4415 350 270 45.49 50.38 4.14 0 1.5 0 0
4416 346 255 42.46 51.98 5.56 0 1.19 0 0
4417 350 256 52.38 43.25 4.37 0 1.59 0 0
4418 350 274 44.44 50 5.56 0 1.48 0 0
4419 348 268 40.6 55.26 4.14 0 0.75 0 0
4420 348 252 43.65 53.17 3.17 0 0 0 0
4421 349 253 45.63 48.41 5.95 0 0.4 0 0
4422 350 250 41.06 54.07 4.88 0 1.63 0 0
4423 348 253 42.06 53.17 4.76 0 0.4 0 0
4424 346 247 43.72 52.63 3.64 0 0 0 0
4425 351 247 37.8 57.32 4.88 0 0.41 0 0
4426 350 260 35.38 58.46 6.15 0 0 0 0
4427 351 269 49.44 44.94 5.62 0 0.75 0 0
4428 349 252 38.89 57.14 3.97 0 0 0 0
4429 349 267 43.94 51.52 4.55 0 1.14 0 0
4430 352 252 52.03 44.72 3.25 0 2.44 0 0
4431 348 254 39.29 58.73 1.98 0.4 0.4 0 0
4432 350 260 37.65 58.82 3.53 0 1.57 0 0.39
4433 347 250 38.71 55.24 6.05 0 0.81 0 0
4434 348 265 37.12 57.95 4.92 0 0.38 0 0
4435 350 260 36.92 56.54 6.54 0 0 0 0
4436 350 250 38 58.4 3.6 0 0 0 0
4437 349 271 44.44 48.89 6.67 0 0.37 0 0
4438 349 263 43.89 51.53 4.58 0 0.38 0 0
4439 352 262 37.16 57.85 4.98 0 0.38 0 0
4440 350 261 40.31 51.55 8.14 0.39 0 0 0.78
4441 349 264 44.96 48.06 6.98 0 2.33 0 0
4442 349 236 41.38 51.72 6.9 0 1.72 0 0
4443 350 262 46.9 48.45 4.65 0 1.55 0 0
4444 351 264 42.69 51.54 5.77 0 1.54 0 0
4445 350 238 46.12 43.97 9.91 0 2.59 0 0
4446 349 251 47.58 47.58 4.84 0 1.21 0 0
4447 349 265 42.37 54.2 3.44 0 0.76 0 0.38
4448 350 266 42.59 53.23 4.18 0 1.14 0 0
4449 348 252 49.8 45.78 4.42 0 1.2 0 0
4450 350 271 41.42 52.61 5.97 0 1.12 0 0
4451 350 255 56 40.8 3.2 0 2 0 0
4452 350 251 39.76 55.42 4.82 0 0.8 0 0
4453 351 241 42.02 52.52 5.46 0 1.26 0 0
4454 349 257 40.39 54.9 4.71 0 0.39 0.39 0
4455 350 264 46.15 48.85 5 0 1.54 0 0
4456 350 263 42.58 52.73 4.69 0 2.34 0 0.39
4457 351 250 46.18 47.39 6.43 0 0.4 0 0
4458 349 247 40.65 54.07 5.28 0 0.41 0 0
4459 347 249 43.15 52.82 4.03 0 0.4 0 0
4460 349 245 42.15 53.72 4.13 0 1.24 0 0
4461 352 257 44.22 51.79 3.98 0 2.39 0 0
4462 350 245 37.19 55.37 7.44 0 1.24 0 0
4463 351 248 40.65 55.28 4.07 0 0.81 0 0
4464 352 254 49.8 45.85 4.35 0 0.4 0 0
4465 349 255 46.43 48.81 4.76 0 1.19 0 0
4466 350 265 45.08 50.76 4.17 0 0.38 0 0
4467 350 241 48.12 48.54 3.35 0 0.84 0 0
4468 352 244 49.17 46.25 4.58 0 1.67 0 0
4469 347 254 50 47.22 2.78 0 0.79 0 0
4470 352 245 42.39 50.62 7 0 0.82 0 0
4471 351 255 45.02 50.6 4.38 0 1.59 0 0
4472 351 256 42.19 50.78 7.03 0 0 0 0
4473 350 255 44.27 48.62 7.11 0 0 0 0.79
4474 349 256 42.91 49.61 7.48 0 0.39 0 0.39
4475 350 253 39.53 53.75 6.72 0 0 0 0
4476 351 262 38.7 57.09 4.21 0 0.38 0 0
4477 350 257 42.13 53.94 3.94 0 1.18 0 0
4478 351 264 47.33 47.71 4.96 0 0.76 0 0
4479 350 245 50.41 43.03 6.56 0 0.41 0 0
4480 350 259 44.96 45.35 9.69 0 0.39 0 0
4481 349 249 46.34 50 3.66 0 1.22 0 0
4482 351 262 41.15 51.15 7.69 0 0.77 0 0
4483 350 263 44.79 50.97 4.25 0 1.54 0 0
4484 350 258 45.14 47.86 7 0 0 0.39 0
4485 350 233 40.87 56.09 3.04 0 1.3 0 0
4486 350 257 43.14 51.37 5.49 0 0.78 0 0
4487 350 237 43.35 53.65 3 0 1.72 0 0
4488 352 260 42.8 50.58 6.61 0 1.17 0 0
4489 350 249 40.32 54.03 5.65 0 0.4 0 0
4490 348 251 45.12 48.78 6.1 0 2.03 0 0
4491 349 234 44.21 51.07 4.72 0 0.43 0 0
4492 349 241 40.51 53.59 5.91 0 1.69 0 0
4493 348 239 45.96 47.66 6.38 0 1.7 0 0
4494 350 263 44.23 50 5.77 0 1.15 0 0
4495 350 256 37.8 56.69 5.51 0 0.79 0 0
4496 349 238 39.66 56.96 3.38 0 0.42 0 0
4497 341 238 42.62 51.05 6.33 0 0.42 0 0
4498 337 258 42.19 53.13 4.69 0 0.78 0 0
4499 342 249 47.95 47.13 4.92 0 2.05 0 0
4500 340 254 37.45 56.38 6.17 0 4.53 0 0
4501 340 249 39.92 48.39 11.69 0 0.4 0 0
4502 341 257 43.14 48.24 8.63 0 0.78 0 0
4503 340 264 44.27 50.76 4.96 0 0.76 0 0
4504 337 257 44.66 50.59 4.74 0 1.58 0 0
4505 339 254 40 53.2 6.8 0 1.6 0 0
4506 337 249 41.13 51.61 7.26 0 0.4 0 0
4507 339 238 36.6 56.17 7.23 0 1.28 0 0
4508 341 269 41.2 55.06 3.75 0 0.75 0 0
4509 340 250 40.41 56.73 2.86 0 2.04 0 0
4510 340 255 37.75 59.44 2.81 0 2.41 0 0
4511 340 238 45.69 50.43 3.88 0 2.59 0 0
4512 341 242 46.86 48.54 4.6 0 1.26 0 0
4513 341 240 37.55 55.7 6.75 0 1.27 0 0
4514 338 263 40.38 54.62 5 0 1.15 0 0
4515 341 249 36.14 55.02 8.84 0 0 0 0
4516 338 251 40.8 55.6 3.6 0 0.4 0 0
4517 337 261 37.55 57.09 5.36 0 0 0 0
4518 339 253 40.32 52.42 7.26 0 2.02 0 0
4519 338 249 41.77 52.61 5.62 0 0 0 0
4520 338 264 36.5 55.89 7.6 0 0.38 0 0
4521 338 247 36.63 61.32 2.06 0.41 1.23 0 0
4522 339 241 39.75 53.14 7.11 0 0.84 0 0
4523 340 252 41.6 53.2 5.2 0 0.8 0 0
4524 338 229 35.81 53.28 10.92 0 0 0 0
4525 338 232 43.67 50.22 6.11 0 1.31 0 0
4526 342 254 37.8 55.91 6.3 0 0 0 0
4527 348 225 50.91 44.09 5 0 2.27 0 0
4528 349 253 45.2 49.6 5.2 0 1.2 0 0
4529 349 251 46.72 47.95 5.33 1.64 1.23 0 0
4530 350 245 47.7 46.44 5.86 0 2.51 0 0
4531 349 241 43.28 50.84 5.88 0 1.26 0 0
4532 349 260 43.53 48.24 8.24 0 1.18 0.78 0
4533 348 237 45.34 51.27 3.39 0 0.42 0 0
4534 350 235 41.38 55.17 3.45 0 1.29 0 0
4535 350 236 43.59 50.85 5.56 0 0.85 0 0
4536 350 249 41.7 51.01 7.29 0 0.81 0 0
4537 351 249 44.08 50.2 5.71 0 1.63 0 0
4538 349 250 43.21 51.85 4.94 0 2.88 0 0
4539 348 253 33.99 59.29 6.72 0 0 0 0
4540 349 234 42.79 53.71 3.49 0 2.18 0 0
4541 348 246 45.8 48.32 5.88 0 3.36 0 0
4542 349 246 45.87 48.76 5.37 0 1.65 0 0
4543 347 213 51.94 42.23 5.83 0 3.4 0 0
4544 350 247 45.75 50.2 4.05 0 0 0 0
4545 352 237 44.49 50.42 5.08 0 0.42 0 0
4546 349 237 46.38 49.79 3.83 0 0.85 0 0
4547 349 238 41.03 50 8.97 0 1.71 0 0
4548 348 237 45.57 49.37 5.06 0 0 0 0
4549 350 230 43.61 51.98 4.41 0 1.32 0 0
4550 350 250 38.8 50.8 10.4 0 0 0 0
4551 347 241 40.25 54.77 4.98 0 0 0 0
4552 346 260 42.8 54.47 2.72 0 1.17 0 0
4553 345 248 44.53 52.23 3.24 0 0.4 0 0
4554 351 227 36.73 56.64 6.64 0 0.44 0 0
4555 348 241 48.54 46.44 5.02 0 0.84 0 0
4556 349 251 40.4 53.6 6 0 0.4 0 0
4557 348 244 44.54 49.16 6.3 0 2.52 0 0
4558 348 220 49.55 45.45 5 0 0 0 0
4559 350 243 37.6 54.13 8.26 0 0.41 0 0
4560 351 250 47.18 46.37 6.45 0.81 0 0 0
4561 348 246 49.8 46.12 4.08 0 0.41 0 0
4562 339 234 43.04 51.3 5.65 0 1.74 0 0
4563 341 232 45.45 51.08 3.46 0 0.43 0 0
4564 343 238 38.63 56.65 4.72 0 0 2.15 0
4565 342 255 40.55 54.72 4.72 0 0.39 0 0
4566 342 241 37.24 54.81 7.95 0 0.84 0 0
4567 340 232 44.16 52.38 3.46 0 0.43 0 0
4568 340 253 40.87 54.37 4.76 0 0.4 0 0
4569 341 247 41.46 53.25 5.28 0 0.41 0 0
4570 339 225 40.09 53.15 6.76 1.35 0 0 0
4571 340 245 37.34 55.19 7.47 0 1.66 0 0
4572 341 233 45.41 47.6 6.99 0 1.75 0 0
4573 340 251 37.1 58.06 4.84 0 1.21 0 0
4574 340 247 44.9 49.8 5.31 0 0.82 0 0
4575 341 241 46.03 50.63 3.35 0 0.84 0 0
4576 339 240 44.54 49.58 5.88 0 0.84 0 0
4577 342 236 44.68 50.21 5.11 0 0.43 0 0
4578 342 256 43.48 48.62 7.91 0 1.19 0 0
4579 340 252 38.96 55.42 5.62 0.4 0.8 0 0
4580 340 223 44.29 54.34 1.37 0 1.83 0 0
4581 342 238 43.22 49.58 7.2 0 0.85 0 0
4582 339 242 42.5 52.5 5 0 0.83 0 0
4583 341 238 42.55 52.77 4.68 0 1.28 0 0
4584 340 229 41.59 55.31 3.1 0 1.33 0 0
4585 339 235 40.09 51.72 8.19 0 1.29 0 0
4586 338 222 37.84 54.05 8.11 0 0 0 0
4587 349 272 44.07 51.48 4.44 0 0.74 0 0
4588 346 257 45.14 48.64 6.23 0 0 0 0
4589 346 251 41.37 53.41 5.22 0 0.8 0 0
4590 345 246 38.17 54.36 7.47 0 2.07 0 0
4591 345 261 41.41 53.13 5.47 0 1.95 0 0
4592 343 256 45.63 47.62 6.75 0 1.59 0 0
4593 345 260 49.03 47.49 3.47 0 0.39 0 0
4594 346 258 42.19 52.34 5.47 0 0.78 0 0
4595 345 246 45.64 50.21 4.15 0.83 1.24 0 0
4596 346 274 41.76 53.85 4.4 0.37 0 0 0
4597 345 266 38.87 54.72 6.42 0 0.38 0 0
4598 349 248 47.56 48.37 4.07 0 0.81 0 0
4599 346 243 40.08 55.7 4.22 0 2.53 0 0
4600 343 249 44.26 50.41 5.33 0 2.05 0 0
4601 344 243 47.3 47.72 4.98 0 0.83 0 0
4602 343 268 45.28 50.19 4.53 0 1.13 0 0
4603 346 261 39.37 54.33 6.3 0.39 2.36 0 0
4604 346 230 46.7 47.58 5.73 0 1.32 0 0
4605 343 256 40 52.16 7.84 0 0.39 0 0
4606 347 260 46.27 49.02 4.71 0 1.96 0 0
4607 345 271 44.81 51.11 4.07 0 0.37 0 0
4608 345 256 43.08 51.78 5.14 0 1.19 0 0
4609 346 261 42.53 52.87 4.6 0 0 0 0
4610 345 254 42.69 51.38 5.93 0 0.4 0 0
4611 344 254 34.65 61.42 3.94 0 0 0 0
