mesa,registrados,votaron,pro,eco,blanco,impugnado,nulo,recurrido,tecnico
1551,348,220,81,121,18,0,0,0,0
1552,348,187,85,88,12,0,2,0,0
1553,347,185,56,114,14,0,1,0,0
1554,345,189,72,104,12,0,1,0,0
1555,349,204,78,110,16,0,0,0,0
1556,348,185,84,86,15,0,0,0,0
1557,345,192,84,95,13,0,0,0,0
1558,350,208,104,88,15,0,1,0,0
1559,349,218,116,85,16,0,1,0,0
1560,350,215,98,102,10,0,5,0,0
1561,350,249,123,115,11,0,0,0,0
1562,349,222,106,94,18,0,4,0,0
1563,350,213,116,88,8,0,1,0,0
1564,348,223,115,93,13,0,2,0,0
1565,349,233,111,100,18,1,3,0,0
1566,351,232,127,96,9,0,0,0,0
1567,349,222,118,88,13,0,3,0,0
1568,349,230,118,104,7,0,1,0,0
1569,348,238,124,98,15,0,1,0,0
1570,351,201,100,78,19,0,4,0,0
1571,351,243,122,112,8,0,1,0,0
1572,349,231,108,107,14,0,2,0,0
1573,350,220,104,105,10,0,1,0,0
1574,350,225,103,103,19,0,0,0,0
1575,347,225,112,103,9,0,1,0,0
1576,349,232,112,100,15,0,4,1,0
1577,345,227,110,106,10,0,1,0,0
1578,349,231,122,93,14,0,2,0,0
1579,351,235,122,99,11,0,3,0,0
1580,351,213,122,76,15,0,0,0,0
1581,351,219,119,86,13,0,1,0,0
1582,352,228,135,86,7,0,0,0,0
1583,350,224,114,103,6,0,1,0,0
1584,352,220,124,81,11,0,4,0,0
1585,348,214,110,96,7,0,1,0,0
1586,348,220,118,86,16,0,0,0,0
1587,350,215,106,89,16,0,4,0,0
1588,351,225,120,87,15,0,3,0,0
1589,350,239,130,97,10,0,2,0,0
1590,349,215,118,86,8,3,0,0,0
1591,350,234,114,103,14,0,3,0,0
1592,350,210,94,92,24,0,0,0,0
1593,349,231,101,119,11,0,0,0,0
1594,349,225,119,93,13,0,0,0,0
1595,348,245,117,109,17,0,2,0,0
1596,350,241,115,116,10,0,0,0,0
1597,348,207,102,86,16,0,3,0,0
1598,349,230,111,101,17,0,1,0,0
1599,343,238,122,93,15,0,8,0,0
1600,344,242,117,111,11,0,2,0,1
1601,340,224,113,96,9,0,6,0,0
1602,341,220,105,98,10,0,7,0,0
1603,344,240,113,109,15,0,3,0,0
1604,346,232,104,115,12,0,1,0,0
1605,343,237,118,110,7,0,2,0,0
1606,339,235,109,111,10,0,5,0,0
1607,342,239,103,113,15,0,8,0,0
1608,342,249,128,109,7,0,5,0,0
1609,340,238,120,109,7,0,2,0,0
1610,342,234,118,103,11,0,1,0,1
1611,341,243,115,107,19,0,2,0,0
1612,341,235,120,101,11,0,3,0,0
1613,340,223,113,94,12,0,4,0,0
1614,344,230,108,112,9,1,0,0,0
1615,342,229,107,99,18,0,5,0,0
1616,342,236,119,105,11,0,1,0,0
1617,346,243,118,113,10,0,2,0,0
1618,341,246,117,114,14,0,1,0,0
1619,345,253,111,123,16,0,3,0,0
1620,344,257,117,124,15,0,1,0,0
1621,342,226,115,98,10,0,3,0,0
1622,342,229,104,110,14,0,1,0,0
1623,342,237,125,102,9,0,1,0,0
1624,341,227,97,113,13,0,4,0,0
1625,343,243,110,117,15,0,1,0,0
1626,342,230,115,96,18,0,0,0,1
1627,340,225,105,102,16,0,0,0,2
1628,342,212,106,89,14,0,1,0,2
1629,342,222,112,99,11,0,0,0,0
1630,343,237,134,84,18,0,1,0,0
1631,344,239,130,101,6,0,2,0,0
1632,342,212,112,86,9,0,5,0,0
1633,340,231,108,106,16,1,0,0,0
1634,341,241,127,103,10,0,1,0,0
1635,347,241,123,106,11,0,1,0,0
1636,345,248,129,99,15,0,5,0,0
1637,347,237,136,84,14,0,3,0,0
1638,347,249,142,90,17,0,0,0,0
1639,349,264,145,97,18,0,4,0,0
1640,344,243,114,111,15,0,3,0,0
1641,346,247,135,101,10,0,0,0,1
1642,346,241,118,99,20,0,4,0,0
1643,345,245,136,95,13,0,1,0,0
1644,346,233,134,89,9,1,0,0,0
1645,349,246,120,107,16,0,1,0,2
1646,346,250,131,103,14,0,2,0,0
1647,348,254,132,101,13,0,8,0,0
1648,348,244,111,111,19,0,2,0,1
1649,348,264,130,107,22,0,5,0,0
1650,349,257,134,112,9,0,2,0,0
1651,346,236,124,97,13,0,2,0,0
1652,346,249,128,110,7,0,4,0,0
1653,345,243,138,90,14,0,1,0,0
1654,349,255,150,89,15,0,1,0,0
1655,347,253,135,110,8,0,0,0,0
1656,345,249,126,102,17,0,4,0,0
1657,347,247,125,106,15,0,1,0,0
1658,349,247,132,96,17,0,2,0,0
1659,344,229,136,80,12,0,1,0,0
1660,346,224,125,84,15,0,0,0,0
1661,345,254,132,106,14,0,2,0,0
1662,347,244,129,105,7,0,2,0,1
1663,345,254,131,101,16,0,6,0,0
1664,345,239,128,101,8,0,2,0,0
1665,345,253,127,112,13,0,1,0,0
1666,348,243,100,119,18,0,6,0,0
1667,347,248,138,96,12,0,2,0,0
1668,348,240,130,99,8,0,3,0,0
1669,347,245,123,109,13,0,0,0,0
1670,344,241,121,104,14,2,0,0,0
1671,346,237,120,99,15,0,3,0,0
1672,345,250,126,106,15,0,3,0,0
1673,346,242,120,109,11,0,1,0,1
1674,346,243,126,104,12,0,1,0,0
1675,346,232,130,90,11,0,1,0,0
1676,342,257,129,111,16,0,1,0,0
1677,341,255,134,99,17,0,5,0,0
1678,340,224,115,95,11,0,3,0,0
1679,339,231,126,97,8,0,0,0,0
1680,341,253,137,105,7,0,4,0,0
1681,340,245,142,93,8,0,2,0,0
1682,342,253,151,88,13,0,1,0,0
1683,342,253,132,97,18,0,6,0,0
1684,339,248,123,114,10,0,1,0,0
1685,340,243,132,96,13,0,2,0,0
1686,341,245,119,106,18,0,2,0,0
1687,342,242,134,93,15,0,0,0,0
1688,342,249,135,98,16,0,0,0,0
1689,338,253,146,93,11,0,3,0,0
1690,341,263,140,110,11,0,2,0,0
1691,339,239,141,88,6,0,3,1,0
1692,340,258,132,111,13,0,2,0,0
1693,343,256,141,102,11,0,2,0,0
1694,340,246,140,95,8,0,3,0,0
1695,340,253,146,88,17,0,2,0,0
1696,340,238,145,82,9,0,2,0,0
1697,338,230,119,99,6,0,6,0,0
1698,340,255,144,89,16,0,3,0,3
1699,338,242,119,106,14,0,3,0,0
1700,338,226,123,88,12,0,3,0,0
1701,339,256,138,105,12,0,1,0,0
1702,337,238,114,115,4,0,5,0,0
1703,342,249,142,97,9,0,1,0,0
1704,339,251,135,104,11,0,1,0,0
1705,339,230,127,88,15,0,0,0,0
1706,348,215,91,103,21,0,0,0,0
1707,348,215,103,98,13,0,1,0,0
1708,350,234,110,106,14,0,4,0,0
1709,349,220,92,107,21,0,0,0,0
1710,347,223,99,110,14,0,0,0,0
1711,349,227,108,108,10,0,1,0,0
1712,350,227,105,106,13,1,2,0,0
1713,348,230,111,104,14,0,0,1,0
1714,347,252,113,123,15,0,1,0,0
1715,345,225,116,94,15,0,0,0,0
1716,347,236,125,94,17,0,0,0,0
1717,348,231,100,118,13,0,0,0,0
1718,349,217,117,92,5,0,3,0,0
1719,346,206,103,90,11,0,2,0,0
1720,350,216,96,107,13,0,0,0,0
1721,348,218,104,98,15,0,1,0,0
1722,346,219,115,95,8,0,1,0,0
1723,347,212,106,95,11,0,0,0,0
1724,346,230,109,102,16,0,3,0,0
1725,347,200,82,111,6,1,0,0,0
1726,345,228,94,110,19,0,5,0,0
1727,349,216,117,85,10,0,4,0,0
1728,349,210,113,83,14,0,0,0,0
1729,348,246,123,107,11,0,5,0,0
1730,348,210,96,102,9,3,0,0,0
1731,344,225,116,97,12,0,0,0,0
1732,349,222,116,95,10,0,0,0,1
1733,347,219,81,118,18,0,0,0,2
1734,348,219,109,95,14,0,1,0,0
1735,346,224,113,94,17,0,0,0,0
1736,347,232,114,102,14,0,2,0,0
1737,349,223,90,114,18,0,1,0,0
1738,345,203,108,81,13,0,1,0,0
1739,348,227,103,106,12,0,6,0,0
1740,346,227,102,105,18,0,2,0,0
1741,347,220,104,98,15,0,3,0,0
1742,348,233,106,103,21,0,3,0,0
1743,348,223,107,101,14,0,1,0,0
1744,349,221,105,105,9,0,2,0,0
1745,347,212,96,104,10,0,2,0,0
1746,347,215,107,95,12,0,1,0,0
1747,347,233,106,113,12,0,2,0,0
1748,343,214,101,102,10,0,0,0,1
1749,345,227,113,104,8,0,0,2,0
1750,345,217,102,106,9,0,0,0,0
1751,344,249,127,110,10,0,1,1,0
1752,349,228,111,99,17,0,1,0,0
1753,346,234,100,127,6,0,1,0,0
1754,349,219,100,109,9,0,1,0,0
1755,344,224,89,120,14,0,1,0,0
1756,345,226,104,114,8,0,0,0,0
1757,347,198,87,98,9,0,4,0,0
1758,346,219,99,108,12,0,0,0,0
1759,347,217,96,108,12,0,1,0,0
1760,347,237,109,109,16,0,3,0,0
1761,347,227,99,115,12,0,1,0,0
1762,349,235,113,102,17,0,3,0,0
1763,347,205,101,88,14,0,2,0,0
1764,348,217,109,101,7,0,0,0,0
1765,346,225,116,87,18,0,4,0,0
1766,349,236,121,96,18,0,1,0,0
1767,348,217,93,105,16,0,3,0,0
1768,346,233,123,101,8,0,1,0,0
1769,346,221,107,99,14,0,1,0,0
1770,345,214,104,96,12,0,2,0,0
1771,346,210,110,82,18,0,0,0,0
1772,346,238,108,109,16,2,3,0,0
1773,344,206,81,108,17,0,0,0,0
1774,346,205,105,86,11,0,3,0,0
1775,347,229,106,114,7,0,2,0,0
1776,347,235,110,110,14,0,1,0,0
1777,346,206,98,89,19,0,0,0,0
1778,345,209,124,69,16,0,0,0,0
1779,345,216,95,105,16,0,0,0,0
1780,348,230,108,101,19,0,2,0,0
1781,345,207,82,106,14,0,5,0,0
1782,354,241,114,118,8,0,1,0,0
1783,349,234,105,116,9,0,4,0,0
1784,349,227,127,83,16,0,1,0,0
1785,350,236,111,106,15,0,3,1,0
1786,349,246,115,115,8,0,8,0,0
1787,348,245,115,117,9,0,4,0,0
1788,349,252,128,111,12,0,1,0,0
1789,352,244,117,111,15,0,1,0,0
1790,350,237,113,106,17,0,1,0,0
1791,346,242,102,122,17,0,1,0,0
1792,350,253,123,114,16,0,0,0,0
1793,347,253,123,116,10,0,0,4,0
1794,348,228,99,112,16,0,1,0,0
1795,351,243,118,109,13,0,3,0,0
1796,349,254,107,121,25,0,1,0,0
1797,348,248,118,119,7,0,4,0,0
1798,351,235,111,113,9,0,2,0,0
1799,347,248,115,114,17,0,2,0,0
1800,349,245,126,101,15,0,3,0,0
1801,350,234,101,109,21,0,3,0,0
1802,348,230,92,114,21,0,3,0,0
1803,347,248,101,127,18,0,2,0,0
1804,350,237,120,105,10,0,2,0,0
1805,348,227,107,94,24,0,2,0,0
1806,348,233,102,114,15,0,2,0,0
1807,347,231,107,110,13,0,1,0,0
1808,349,241,130,95,15,0,1,0,0
1809,349,228,108,100,18,0,2,0,0
1810,347,232,91,124,15,0,2,0,0
1811,348,230,120,95,13,0,2,0,0
1812,347,228,107,108,11,0,2,0,0
1813,349,243,124,107,12,0,0,0,0
1814,350,233,97,115,18,0,2,1,0
1815,350,233,105,122,5,0,1,0,0
1816,348,241,131,96,11,0,3,0,0
1817,350,251,121,113,16,0,1,0,0
1818,349,239,127,97,13,0,2,0,0
1819,349,226,102,104,19,0,1,0,0
1820,350,230,98,110,22,0,0,0,0
1821,348,232,115,106,10,0,1,0,0
1822,350,246,120,107,17,0,2,0,0
1823,345,215,111,86,18,0,0,0,0
1824,347,244,121,106,16,0,1,0,0
1825,347,236,113,109,11,0,3,0,0
1826,348,239,115,105,18,0,1,0,0
1827,346,230,122,94,12,0,2,0,0
1828,349,239,133,97,8,0,1,0,0
1829,349,249,123,111,13,0,0,2,0
1830,348,249,120,110,15,0,4,0,0
1831,347,242,105,119,15,0,3,0,0
1832,346,244,123,106,14,0,1,0,0
1833,349,229,113,95,18,0,3,0,0
1834,350,223,117,97,7,0,2,0,0
1835,346,238,110,116,8,0,4,0,0
1836,347,230,130,86,12,0,2,0,0
1837,346,250,122,109,15,0,4,0,0
1838,349,246,113,115,16,0,2,0,0
1839,346,231,123,95,11,0,2,0,0
1840,346,237,113,100,11,0,13,0,0
1841,346,231,120,98,11,0,2,0,0
1842,348,235,104,115,16,0,0,0,0
1843,344,235,108,108,12,0,7,0,0
1844,347,252,118,119,8,0,7,0,0
1845,346,232,109,109,9,1,4,0,0
1846,345,250,122,110,13,0,5,0,0
1847,345,243,107,114,20,0,2,0,0
1848,347,244,129,105,9,0,1,0,0
1849,346,237,97,125,11,0,4,0,0
1850,347,242,120,101,13,0,8,0,0
1851,347,237,107,115,14,0,1,0,0
1852,348,245,137,91,10,0,6,1,0
1853,345,227,103,106,13,0,5,0,0
1854,348,236,106,105,20,0,5,0,0
1855,348,226,102,112,11,0,1,0,0
1856,347,237,101,119,10,1,6,0,0
1857,348,250,123,114,9,0,4,0,0
1858,346,235,108,106,17,0,4,0,0
1859,347,215,100,98,15,0,2,0,0
1860,348,248,122,111,13,0,0,2,0
1861,346,233,112,102,16,0,3,0,0
1862,348,237,100,106,26,0,5,0,0
1863,348,236,116,103,14,0,3,0,0
1864,347,233,113,103,12,4,1,0,0
1865,347,243,110,116,16,0,1,0,0
1866,352,232,107,109,10,0,5,0,1
1867,347,230,105,105,14,0,3,3,0
1868,345,237,96,122,16,0,3,0,0
1869,345,214,106,93,14,0,1,0,0
1870,346,228,109,110,9,0,0,0,0
1871,347,220,100,103,13,0,4,0,0
1872,347,219,97,103,14,0,5,0,0
1873,348,224,117,91,16,0,0,0,0
1874,346,223,116,94,10,0,3,0,0
1875,347,232,117,101,12,0,2,0,0
1876,348,217,99,105,11,0,2,0,0
1877,348,227,120,99,8,0,0,0,0
1878,349,232,105,112,12,0,3,0,0
1879,351,253,120,114,15,0,4,0,0
1880,350,257,124,119,14,0,0,0,0
1881,348,235,114,108,11,0,2,0,0
1882,349,248,114,118,13,0,3,0,0
1883,347,234,121,95,13,0,5,0,0
1884,347,229,103,114,12,0,0,0,0
1885,349,252,113,118,20,0,1,0,0
1886,348,236,113,106,15,0,2,0,0
1887,348,239,100,123,11,0,5,0,0
1888,347,231,110,109,9,0,3,0,0
1889,347,246,115,116,15,0,0,0,0
1890,348,262,123,117,19,0,3,0,0
1891,347,235,126,100,8,0,0,0,1
1892,350,225,102,108,13,0,2,0,0
1893,348,260,106,138,16,0,0,0,0
1894,348,236,117,103,14,0,1,1,0
1895,346,246,107,123,15,0,1,0,0
1896,347,230,93,114,18,0,5,0,0
1897,351,264,104,138,20,0,2,0,0
1898,349,252,106,135,11,0,0,0,0
1899,348,250,117,116,15,0,2,0,0
1900,347,253,121,113,18,0,0,0,1
1901,349,215,91,102,17,0,5,0,0
1902,349,249,104,128,10,1,6,0,0
1903,348,240,108,122,10,0,0,0,0
1904,350,250,126,111,11,0,2,0,0
1905,349,243,110,116,16,0,1,0,0
1906,347,218,108,97,12,0,1,0,0
1907,346,257,128,118,9,0,2,0,0
1908,348,234,108,110,9,0,7,0,0
1909,348,249,119,104,21,0,5,0,0
1910,349,235,106,108,18,0,3,0,0
1911,347,247,107,125,13,0,2,0,0
1912,349,243,101,116,22,0,4,0,0
1913,348,234,100,115,11,0,3,0,5
1914,347,246,116,106,20,0,4,0,0
1915,347,244,127,101,13,0,3,0,0
1916,349,240,103,116,20,0,1,0,0
1917,347,248,119,116,12,0,1,0,0
1918,348,255,117,128,10,0,0,0,0
1919,346,246,114,122,7,0,3,0,0
1920,345,248,116,117,15,0,0,0,0
1921,348,244,131,101,8,0,4,0,0
1922,345,235,107,119,7,0,2,0,0
1923,346,253,137,104,9,0,3,0,0
1924,347,233,105,111,15,0,2,0,0
1925,346,238,129,99,9,0,1,0,0
1926,347,241,128,101,9,0,0,0,3
1927,345,225,116,94,12,0,3,0,0
1928,346,235,117,105,10,0,3,0,0
1929,346,244,114,117,13,0,0,0,0
1930,343,257,119,122,12,0,0,0,4
1931,350,241,107,123,9,0,2,0,0
1932,348,243,101,124,16,1,0,0,1
1933,346,260,130,120,9,0,1,0,0
1934,351,255,114,123,18,0,0,0,0
1935,349,257,110,134,10,0,3,0,0
1936,350,253,115,118,16,1,3,0,0
1937,350,267,90,155,15,0,7,0,0
1938,349,264,120,123,18,0,3,0,0
1939,347,230,101,112,15,0,2,0,0
1940,349,265,112,125,23,0,5,0,0
1941,349,241,105,119,15,0,2,0,0
1942,353,267,110,134,18,0,5,0,0
1943,349,258,109,130,16,0,0,0,3
1944,349,257,106,128,15,0,8,0,0
1945,351,263,120,122,17,0,4,0,0
1946,349,249,103,125,17,0,4,0,0
1947,348,268,112,145,10,0,1,0,0
1948,349,257,115,134,7,0,1,0,0
1949,349,251,99,131,20,0,1,0,0
1950,350,244,104,113,14,0,13,0,0
1951,348,245,100,128,16,0,0,0,1
1952,349,272,105,145,18,0,1,0,3
1953,348,258,96,143,16,0,3,0,0
1954,351,257,118,117,18,0,3,0,1
1955,349,252,101,130,19,0,2,0,0
1956,350,263,105,141,15,0,2,0,0
1957,348,243,97,130,16,0,0,0,0
1958,349,239,104,122,10,0,3,0,0
1959,352,241,117,104,16,0,3,0,1
1960,348,256,97,140,15,0,4,0,0
1961,350,250,117,123,7,0,3,0,0
1962,349,258,137,105,15,0,1,0,0
1963,349,264,98,145,17,0,4,0,0
1964,349,255,112,133,9,1,0,0,0
1965,348,262,93,156,10,0,0,0,3
1966,346,240,93,128,17,0,2,0,0
1967,346,262,121,123,15,0,3,0,0
1968,348,248,110,123,12,0,3,0,0
1969,347,246,118,117,10,0,1,0,0
1970,350,251,110,118,20,0,3,0,0
1971,349,240,98,119,19,0,4,0,0
1972,347,238,99,118,16,0,5,0,0
1973,345,244,119,113,12,0,0,0,0
1974,351,255,105,133,14,0,3,0,0
1975,348,260,96,148,15,0,1,0,0
1976,348,253,103,135,12,0,3,0,0
1977,349,251,100,130,20,0,1,0,0
1978,346,242,87,138,13,0,2,0,2
1979,349,250,111,118,19,0,2,0,0
1980,347,253,99,143,7,0,4,0,0
1981,345,262,106,135,17,0,4,0,0
1982,350,232,103,107,19,0,3,0,0
1983,347,242,94,133,14,0,1,0,0
1984,350,259,109,125,21,0,4,0,0
1985,346,252,112,124,14,0,2,0,0
1986,348,238,108,114,13,0,3,0,0
1987,347,248,92,133,19,0,4,0,0
1988,348,225,80,130,15,0,0,0,0
1989,348,239,100,121,13,0,5,0,0
1990,349,254,104,134,15,0,1,0,0
1991,349,243,95,134,10,0,4,0,0
1992,344,247,110,120,11,0,6,0,0
1993,345,249,100,125,19,0,5,0,0
1994,346,244,78,145,17,0,3,0,1
1995,348,253,115,127,9,0,2,0,0
1996,348,239,95,126,11,0,2,0,5
1997,348,247,102,130,13,0,2,0,0
1998,347,248,102,125,15,0,6,0,0
1999,349,250,95,137,11,0,1,0,6
2000,350,243,116,108,17,0,2,0,0
2001,346,254,103,137,7,0,7,0,0
2002,348,255,114,126,13,0,2,0,0
2003,347,238,92,120,25,0,1,0,0
2004,349,253,91,149,13,0,0,0,0
2005,346,255,112,123,20,0,0,0,0
2006,347,260,108,133,16,0,3,0,0
2007,344,246,98,131,15,0,2,0,0
2008,352,246,120,113,12,0,1,0,0
2009,348,251,105,126,19,0,1,0,0
2010,353,254,108,129,16,0,1,0,0
2011,351,258,99,140,16,0,3,0,0
2012,349,261,115,132,12,0,2,0,0
2013,350,247,98,122,24,0,3,0,0
2014,350,278,108,144,23,0,3,0,0
2015,348,272,129,127,14,0,1,0,1
2016,353,242,98,129,15,0,0,0,0
2017,353,247,108,122,14,0,3,0,0
2018,351,249,115,114,15,0,5,0,0
2019,349,260,117,126,14,0,3,0,0
2020,350,253,110,127,13,0,1,0,2
2021,349,265,116,138,11,0,0,0,0
2022,349,254,105,136,12,0,1,0,0
2023,348,261,121,118,19,0,0,0,3
2024,351,251,113,124,13,0,1,0,0
2025,350,250,97,133,15,0,5,0,0
2026,348,258,119,119,16,2,2,0,0
2027,348,241,92,130,18,0,1,0,0
2028,349,255,111,125,16,0,3,0,0
2029,352,252,113,121,16,0,2,0,0
2030,348,245,102,122,20,0,1,0,0
2031,350,247,95,132,20,0,0,0,0
2032,350,250,103,133,9,0,5,0,0
2033,349,242,116,113,11,0,1,0,1
2034,349,253,111,121,18,0,3,0,0
2035,350,249,107,128,10,0,4,0,0
2036,348,259,111,130,15,0,3,0,0
2037,350,264,120,124,13,0,7,0,0
2038,350,259,105,134,16,0,4,0,0
2039,349,252,119,116,15,0,2,0,0
2040,351,260,117,127,12,0,4,0,0
2041,351,256,94,139,22,0,1,0,0
2042,350,248,91,137,16,0,4,0,0
2043,350,243,95,124,16,0,8,0,0
2044,350,254,112,124,18,0,0,0,0
2045,349,245,114,112,18,0,1,0,0
2046,350,266,118,136,12,0,0,0,0
2047,350,257,114,121,15,0,7,0,0
2048,350,257,108,137,12,0,0,0,0
2049,350,253,108,125,13,0,7,0,0
2050,351,251,107,131,9,0,4,0,0
2051,349,256,111,129,14,1,1,0,0
2052,347,242,101,127,13,0,1,0,0
2053,343,255,112,128,13,0,2,0,0
2054,346,267,107,144,13,0,3,0,0
2055,346,257,124,120,11,0,2,0,0
2056,346,253,114,124,11,0,4,0,0
2057,349,254,110,119,23,0,2,0,0
2058,348,242,96,128,15,0,3,0,0
2059,346,248,104,127,14,0,3,0,0
2060,348,253,128,112,10,0,1,1,1
2061,345,244,107,117,15,0,4,1,0
2062,348,262,124,123,14,0,1,0,0
2063,346,270,123,130,11,0,4,0,2
2064,345,246,102,127,17,0,0,0,0
2065,346,247,118,114,14,0,1,0,0
2066,347,260,101,135,20,1,3,0,0
2067,346,258,113,131,11,0,3,0,0
2068,347,253,105,130,13,0,5,0,0
2069,345,259,109,130,13,1,6,0,0
2070,346,239,98,120,19,0,2,0,0
2071,347,243,112,112,15,1,3,0,0
2072,346,240,107,119,10,0,4,0,0
2073,346,248,105,125,18,0,0,0,0
2074,346,246,114,114,15,0,3,0,0
2075,344,249,98,135,13,0,3,0,0
2076,348,246,119,113,13,0,1,0,0
2077,347,252,116,124,12,0,0,0,0
2078,345,247,118,122,7,0,0,0,0
2079,345,246,120,113,7,0,5,1,0
2080,346,235,114,100,14,0,5,2,0
2081,348,232,102,110,16,0,4,0,0
2082,344,255,121,120,10,0,2,1,1
2083,346,249,117,119,13,0,0,0,0
2084,343,266,118,130,12,0,3,3,0
2085,346,234,106,119,8,1,0,0,0
2086,346,248,100,131,16,0,0,1,0
2087,344,259,108,137,14,0,0,0,0
2088,344,239,123,101,12,0,3,0,0
2089,345,257,122,127,6,0,2,0,0
2090,344,236,95,120,21,0,0,0,0
2091,343,250,111,121,15,0,3,0,0
2092,346,244,98,126,14,0,6,0,0
2093,345,238,103,124,11,0,0,0,0
2094,347,245,114,119,11,0,1,0,0
2095,344,239,102,117,15,0,4,0,1
2096,345,245,118,110,16,1,0,0,0
2097,348,246,103,122,18,0,3,0,0
2098,346,261,113,129,17,0,2,0,0
2099,346,246,119,112,11,0,4,0,0
2100,347,247,112,118,15,0,2,0,0
2101,347,249,110,117,19,0,3,0,0
2102,347,251,86,145,14,0,6,0,0
2103,346,249,117,117,13,0,2,0,0
2104,347,259,107,135,16,0,1,0,0
2105,346,260,104,133,22,0,1,0,0
2106,347,241,119,111,9,2,0,0,0
2107,348,243,101,118,24,0,0,0,0
2108,346,257,104,133,18,0,2,0,0
2109,347,251,104,130,16,0,1,0,0
2110,346,233,95,121,13,0,3,1,0
2111,347,251,105,122,22,1,1,0,0
2112,347,249,106,127,15,0,1,0,0
2113,350,239,117,104,11,0,7,0,0
2114,343,235,109,116,8,0,1,0,1
2115,347,250,129,112,6,0,3,0,0
2116,345,228,114,104,10,0,0,0,0
2117,346,259,105,127,22,0,5,0,0
2118,346,232,94,120,14,0,4,0,0
2119,346,255,112,123,18,0,2,0,0
2120,345,243,103,123,15,0,2,0,0
2121,344,259,107,124,21,0,7,0,0
2122,346,246,89,141,13,0,3,0,0
2123,346,236,100,120,15,0,1,0,0
2124,343,243,99,124,17,0,3,0,0
2125,348,251,113,116,20,0,2,0,0
2126,346,232,106,116,9,0,1,0,0
2127,346,241,113,116,12,0,0,0,0
2128,347,246,111,118,16,0,1,0,0
2129,344,247,109,124,12,0,1,0,1
2130,347,241,108,104,25,0,4,0,0
2131,341,241,104,121,14,1,1,0,0
2132,349,242,108,122,12,0,0,0,0
2133,348,250,112,117,18,2,1,0,0
2134,347,237,100,129,8,0,0,0,0
2135,347,248,125,112,10,0,1,0,0
2136,348,239,106,120,9,0,4,0,0
2137,346,233,105,112,15,0,1,0,0
2138,347,246,105,118,17,0,3,0,3
2139,346,239,104,116,14,0,3,0,2
2140,347,257,112,117,24,0,4,0,0
2141,347,234,113,109,11,0,1,0,0
2142,345,227,102,107,14,0,4,0,0
2143,347,255,102,137,12,0,3,0,1
2144,346,236,114,105,13,0,3,0,1
2145,345,258,120,124,14,0,0,0,0
2146,344,238,88,134,10,0,6,0,0
2147,345,243,103,122,15,0,3,0,0
2148,347,235,100,112,19,0,4,0,0
2149,348,234,96,119,15,0,4,0,0
2150,346,225,97,116,12,0,0,0,0
2151,346,238,105,124,9,0,0,0,0
2152,347,228,98,116,11,0,3,0,0
2153,344,229,104,104,21,0,0,0,0
2154,345,237,104,115,15,0,3,0,0
2155,348,239,93,126,18,0,2,0,0
2156,349,239,100,127,10,0,2,0,0
2157,345,240,103,123,14,0,0,0,0
2158,347,250,122,108,16,0,4,0,0
2159,345,246,105,125,13,0,3,0,0
2160,346,238,108,116,11,0,3,0,0
2161,348,248,96,129,21,0,2,0,0
2162,346,243,88,137,14,0,4,0,0
2163,347,242,102,122,14,0,4,0,0
2164,346,239,102,122,14,0,1,0,0
2165,350,257,110,130,15,0,2,0,0
2166,349,231,109,107,8,0,7,0,0
2167,347,249,109,123,11,0,6,0,0
2168,345,218,105,101,8,0,4,0,0
2169,347,253,123,112,18,0,0,0,0
2170,346,237,106,116,13,0,2,0,0
2171,346,235,108,109,15,0,3,0,0
2172,349,249,102,131,14,0,2,0,0
2173,344,227,101,109,13,0,4,0,0
2174,348,227,96,113,16,0,2,0,0
2175,347,255,118,122,13,0,2,0,0
2176,347,251,100,133,14,0,4,0,0
2177,348,246,118,118,10,0,0,0,0
2178,347,247,113,112,22,0,0,0,0
2179,345,245,112,112,20,0,1,0,0
2180,345,234,113,109,11,0,1,0,0
2181,346,239,95,129,15,0,0,0,0
2182,345,219,104,99,13,0,3,0,0
2183,346,225,104,106,15,0,0,0,0
2184,349,234,93,120,17,0,4,0,0
2185,351,250,125,114,8,0,3,0,0
2186,348,233,111,104,12,0,6,0,0
2187,347,242,94,135,11,0,2,0,0
2188,348,236,108,116,12,0,0,0,0
2189,347,241,111,117,13,0,0,0,0
2190,347,245,111,119,12,0,3,0,0
2191,347,236,96,126,13,0,1,0,0
2192,349,250,95,137,14,0,4,0,0
2193,347,244,103,119,19,0,3,0,0
2194,347,242,96,128,16,0,2,0,0
2195,349,245,101,126,15,0,3,0,0
2196,347,234,101,117,13,0,3,0,0
2197,346,228,87,120,19,0,2,0,0
2198,345,250,114,113,19,0,4,0,0
2199,347,239,93,122,20,0,4,0,0
2200,353,255,103,137,15,0,0,0,0
2201,348,249,116,121,12,0,0,0,0
2202,348,245,100,127,15,0,3,0,0
2203,349,228,95,122,11,0,0,0,0
2204,346,246,86,147,12,0,1,0,0
2205,348,251,110,112,28,0,1,0,0
2206,349,254,102,131,21,0,0,0,0
2207,348,243,93,135,14,0,1,0,0
2208,351,232,95,120,14,0,0,0,3
2209,349,232,97,118,14,0,3,0,0
2210,348,243,91,131,20,0,1,0,0
2211,343,245,111,123,8,1,2,0,0
2212,347,229,94,116,19,0,0,0,0
2213,347,234,80,142,10,0,2,0,0
2214,347,222,79,131,12,0,0,0,0
